OID_,timestamp,heading,speedmph,vehicleid,latitude,longitude
184,44578.08229,0,0,282,43.05535924,-76.10733219
191,44578.08229,328,0,280,43.05599094,-76.10823431
193,44578.08229,178,17,281,43.05695365,-76.10408591
197,44578.08229,0,0,278,43.05533576,-76.11183751
198,44578.08241,49,8,286,43.04855842,-76.12133546
199,44578.08241,0,0,270,43.05523204,-76.11234492
204,44578.08241,0,0,282,43.05535924,-76.10733219
208,44578.08241,178,0,281,43.05678721,-76.10405502
214,44578.08241,328,0,280,43.05599094,-76.10823431
217,44578.08241,0,0,278,43.05533576,-76.11183751
218,44578.08252,344,11,286,43.04918846,-76.12144501
221,44578.08252,0,0,282,43.05535924,-76.10733219
229,44578.08252,0,0,278,43.05533576,-76.11183751
231,44578.08252,0,0,281,43.05679251,-76.10405795
233,44578.08252,328,0,280,43.05599094,-76.10823431
234,44578.08252,328,0,280,43.05599094,-76.10823431
239,44578.08252,0,0,270,43.05523204,-76.11234492
240,44578.08264,72,9,286,43.04931545,-76.12126723
241,44578.08264,0,0,270,43.05523204,-76.11234492
247,44578.08264,0,0,282,43.05535924,-76.10733219
250,44578.08264,226,4,281,43.05671871,-76.10414626
256,44578.08264,328,0,280,43.05599094,-76.10823431
259,44578.08264,0,0,278,43.05533576,-76.11183751
264,44578.08275,69,28,286,43.04955424,-76.12007979
267,44578.08275,0,0,282,43.05535924,-76.10733219
272,44578.08275,328,0,280,43.05599094,-76.10823431
274,44578.08275,0,0,270,43.05523204,-76.11234492
278,44578.08275,214,13,281,43.05565256,-76.10406429
281,44578.08275,0,0,278,43.05533576,-76.11183751
284,44578.08287,68,32,286,43.05004803,-76.11833639
289,44578.08287,328,0,280,43.05599094,-76.10823431
292,44578.08287,0,0,270,43.05523204,-76.11234492
297,44578.08287,0,0,282,43.05535924,-76.10733219
300,44578.08287,254,28,281,43.05527604,-76.10544723
302,44578.08287,0,0,278,43.05533576,-76.11183751
310,44578.08299,68,31,286,43.05060075,-76.11647235
314,44578.08299,0,0,282,43.05535924,-76.10733219
315,44578.08299,242,20,281,43.05488021,-76.10666261
318,44578.08299,291,4,280,43.05567031,-76.10981816
321,44578.08299,0,0,270,43.05523204,-76.11234492
322,44578.08299,0,0,278,43.05533576,-76.11183751
325,44578.0831,54,11,286,43.05106605,-76.11539086
328,44578.0831,0,0,282,43.05535924,-76.10733219
332,44578.0831,256,23,281,43.05472517,-76.10725081
333,44578.0831,0,0,270,43.05523204,-76.11234492
336,44578.0831,0,0,278,43.05533576,-76.11183751
343,44578.0831,0,0,280,43.05563767,-76.10964064
345,44578.08322,54,8,286,43.05118755,-76.11515869
350,44578.08322,0,0,282,43.05535924,-76.10733219
354,44578.08322,278,19,281,43.05468633,-76.10864049
362,44578.08322,138,0,280,43.05560735,-76.10971384
363,44578.08322,0,0,270,43.05523204,-76.11234492
365,44578.08322,0,0,278,43.05533576,-76.11183751
371,44578.08333,0,0,282,43.05535924,-76.10733219
372,44578.08333,350,19,286,43.05174085,-76.11518548
373,44578.08333,283,6,281,43.05492404,-76.10952366
379,44578.08333,275,0,280,43.05561283,-76.10971066
381,44578.08333,0,0,270,43.05523204,-76.11234492
383,44578.08333,0,0,278,43.05533576,-76.11183751
386,44578.08345,352,18,286,43.05257887,-76.11534356
387,44578.08345,0,0,270,43.05523204,-76.11234492
392,44578.08345,0,0,282,43.05535924,-76.10733219
397,44578.08345,284,14,281,43.05508307,-76.11026516
402,44578.08345,159,10,280,43.05540068,-76.1099094
405,44578.08345,0,0,278,43.05533576,-76.11183751
406,44578.08356,354,18,286,43.05293051,-76.11540353
407,44578.08356,0,0,270,43.05523204,-76.11234492
412,44578.08356,0,0,282,43.05535924,-76.10733219
416,44578.08356,271,3,281,43.05514429,-76.11088754
421,44578.08356,163,7,280,43.05514396,-76.10971834
425,44578.08356,0,0,278,43.05533576,-76.11183751
426,44578.08368,357,19,286,43.05389477,-76.11548878
427,44578.08368,0,0,270,43.05523204,-76.11234492
432,44578.08368,172,7,282,43.054969,-76.1086352
436,44578.08368,0,0,281,43.05514319,-76.11090053
442,44578.08368,293,9,280,43.0550545,-76.11015602
445,44578.08368,0,0,278,43.05533576,-76.11183751
446,44578.0838,83,12,286,43.05430082,-76.11505698
451,44578.0838,217,5,282,43.05477476,-76.10860266
452,44578.0838,289,2,281,43.05514519,-76.11092044
454,44578.0838,0,0,270,43.05523204,-76.11234492
456,44578.0838,0,0,278,43.05533576,-76.11183751
469,44578.0838,30,0,280,43.05526433,-76.11027364
470,44578.08391,90,10,286,43.05402783,-76.11463726
471,44578.08391,0,0,270,43.05523204,-76.11234492
477,44578.08391,291,10,282,43.05482277,-76.10908837
480,44578.08391,0,0,281,43.05517284,-76.11099386
486,44578.08391,0,0,280,43.05524859,-76.11023438
488,44578.08391,0,0,278,43.05533576,-76.11183751
490,44578.08403,73,21,286,43.05419292,-76.11354348
491,44578.08403,0,0,270,43.05523204,-76.11234492
499,44578.08403,290,10,282,43.05495392,-76.10949975
501,44578.08403,0,0,281,43.05516301,-76.11100506
506,44578.08403,0,0,280,43.05524859,-76.11023438
510,44578.08403,0,0,278,43.05533576,-76.11183751
511,44578.08414,73,22,286,43.05445716,-76.11207065
512,44578.08414,0,0,270,43.05523204,-76.11234492
517,44578.08414,288,7,282,43.05501812,-76.10986285
522,44578.08414,0,0,281,43.05516301,-76.11100506
527,44578.08414,0,0,280,43.05524859,-76.11023438
530,44578.08414,0,0,278,43.05533576,-76.11183751
532,44578.08426,50,15,286,43.05462766,-76.11168738
534,44578.08426,0,0,270,43.05523204,-76.11234492
539,44578.08426,277,8,282,43.05508086,-76.11025101
542,44578.08426,0,0,281,43.05516301,-76.11100506
548,44578.08426,0,0,280,43.05524859,-76.11023438
551,44578.08426,0,0,278,43.05533576,-76.11183751
552,44578.08438,87,18,286,43.05497777,-76.11089317
553,44578.08438,0,0,270,43.05523204,-76.11234492
561,44578.08438,275,1,282,43.05512219,-76.1107625
562,44578.08438,0,0,281,43.05516301,-76.11100506
569,44578.08438,0,0,280,43.05521921,-76.11027678
570,44578.08438,0,0,278,43.05533576,-76.11183751
575,44578.08449,40,5,286,43.05503878,-76.11025976
579,44578.08449,0,0,282,43.05510756,-76.11072339
580,44578.08449,0,0,281,43.05516301,-76.11100506
587,44578.08449,237,0,280,43.05522012,-76.11027667
588,44578.08449,0,0,270,43.05523204,-76.11234492
591,44578.08449,0,0,278,43.05533576,-76.11183751
594,44578.08461,0,0,286,43.05510306,-76.11025166
598,44578.08461,0,0,282,43.0550937,-76.11071092
599,44578.08461,0,0,281,43.05516301,-76.11100506
601,44578.08461,0,0,270,43.05523204,-76.11234492
604,44578.08461,0,0,278,43.05533576,-76.11183751
610,44578.08461,0,0,280,43.05522088,-76.11026931
619,44578.08472,0,0,280,43.05523444,-76.11025639
622,44578.08472,0,0,286,43.05510306,-76.11025166
624,44578.08472,0,0,282,43.0550937,-76.11071092
628,44578.08472,0,0,281,43.05516301,-76.11100506
629,44578.08472,0,0,270,43.05523204,-76.11234492
630,44578.08472,0,0,278,43.05533576,-76.11183751
634,44578.08484,0,0,286,43.0551048,-76.11024123
640,44578.08484,0,0,282,43.0550937,-76.11071092
644,44578.08484,0,0,281,43.05516301,-76.11100506
649,44578.08484,0,0,280,43.05523444,-76.11025639
651,44578.08484,0,0,280,43.05523444,-76.11025639
653,44578.08484,0,0,270,43.05523204,-76.11234492
654,44578.08484,0,0,278,43.05533576,-76.11183751
657,44578.08495,0,0,286,43.05510708,-76.11023493
663,44578.08495,325,4,280,43.05530171,-76.11029541
666,44578.08495,0,0,282,43.0550937,-76.11071092
668,44578.08495,0,0,281,43.05516301,-76.11100506
670,44578.08495,0,0,270,43.05523204,-76.11234492
671,44578.08495,0,0,278,43.05533576,-76.11183751
675,44578.08507,0,0,286,43.05525051,-76.11029292
678,44578.08507,0,0,282,43.0550937,-76.11071092
680,44578.08507,0,0,281,43.05516301,-76.11100506
683,44578.08507,0,0,270,43.05523204,-76.11234492
684,44578.08507,0,0,278,43.05533576,-76.11183751
694,44578.08507,272,6,280,43.05545178,-76.11069738
695,44578.08519,0,0,286,43.05525051,-76.11029292
703,44578.08519,0,0,282,43.0550937,-76.11071092
704,44578.08519,0,0,281,43.05516301,-76.11100506
710,44578.08519,0,0,270,43.05523232,-76.11233979
712,44578.08519,272,6,280,43.05545178,-76.11069738
714,44578.08519,0,0,278,43.05533576,-76.11183751
715,44578.0853,0,0,286,43.0552592,-76.11028342
717,44578.0853,0,0,270,43.05523232,-76.11233979
724,44578.0853,0,0,282,43.0550937,-76.11071092
725,44578.0853,0,0,281,43.05516301,-76.11100506
730,44578.0853,0,0,280,43.05536095,-76.11088651
734,44578.0853,0,0,278,43.05533576,-76.11183751
735,44578.08542,334,0,286,43.05525263,-76.11030418
743,44578.08542,0,0,280,43.05536095,-76.11088651
747,44578.08542,0,0,282,43.0550937,-76.11071092
751,44578.08542,0,0,281,43.05516301,-76.11100506
754,44578.08542,0,0,278,43.05533576,-76.11183751
755,44578.08542,0,0,270,43.05523232,-76.11233979
756,44578.08553,0,0,286,43.05525083,-76.1103094
761,44578.08553,101,1,282,43.05508103,-76.11071934
765,44578.08553,0,0,280,43.05536095,-76.11088651
768,44578.08553,0,0,278,43.05533576,-76.11183751
773,44578.08553,0,0,281,43.05516301,-76.11100506
775,44578.08553,0,0,270,43.05523232,-76.11233979
776,44578.08553,0,0,270,43.05523232,-76.11233979
777,44578.08565,0,0,286,43.05525083,-76.1103094
781,44578.08565,101,1,282,43.05508103,-76.11071934
784,44578.08565,0,0,281,43.05516301,-76.11100506
790,44578.08565,0,0,280,43.05536095,-76.11088651
793,44578.08565,0,0,278,43.05533576,-76.11183751
796,44578.08565,0,0,270,43.05523232,-76.11233979
802,44578.08576,334,0,286,43.05525795,-76.1102927
804,44578.08576,101,1,282,43.05508103,-76.11071934
810,44578.08576,0,0,281,43.05516301,-76.11100506
811,44578.08576,152,6,280,43.0552254,-76.11090349
814,44578.08576,0,0,278,43.05534745,-76.11187519
816,44578.08576,0,0,270,43.05523232,-76.11233979
819,44578.08588,0,0,286,43.05526463,-76.11031941
827,44578.08588,113,4,282,43.05505597,-76.110336
829,44578.08588,0,0,281,43.05516301,-76.11100506
836,44578.08588,191,3,280,43.05517118,-76.11084985
839,44578.08588,241,1,278,43.05531487,-76.11207612
840,44578.08588,0,0,270,43.05523114,-76.11233724
845,44578.086,171,2,282,43.0550062,-76.1101357
846,44578.086,0,0,281,43.05516301,-76.11100506
847,44578.086,172,1,278,43.05526766,-76.11210347
852,44578.086,0,0,286,43.05526463,-76.11031941
856,44578.086,65,11,280,43.05544547,-76.11049847
859,44578.086,0,0,270,43.05523114,-76.11233724
862,44578.08611,331,0,286,43.05525488,-76.11031415
863,44578.08611,264,12,282,43.05498918,-76.11070778
867,44578.08611,0,0,281,43.05516301,-76.11100506
873,44578.08611,0,0,278,43.05528972,-76.11206996
880,44578.08611,93,8,280,43.05549009,-76.11007321
881,44578.08611,0,0,270,43.05523114,-76.11233724
888,44578.08623,228,12,282,43.0548596,-76.11147591
890,44578.08623,289,4,281,43.05523003,-76.11109785
897,44578.08623,162,11,280,43.05514263,-76.10972014
898,44578.08623,0,0,278,43.05528972,-76.11206996
899,44578.08623,306,3,286,43.05535784,-76.11038827
900,44578.08623,0,0,278,43.05528972,-76.11206996
901,44578.08623,0,0,270,43.05523114,-76.11233724
904,44578.08634,276,3,286,43.05536435,-76.11050003
910,44578.08634,234,14,282,43.05462614,-76.11177816
913,44578.08634,289,4,281,43.05523003,-76.11109785
919,44578.08634,0,0,270,43.05523114,-76.11233724
923,44578.08634,251,10,280,43.05499314,-76.10991542
924,44578.08634,0,0,278,43.05528972,-76.11206996
928,44578.08646,254,20,282,43.05442596,-76.11273663
930,44578.08646,0,0,278,43.05528972,-76.11206996
934,44578.08646,0,0,286,43.05534449,-76.11070895
935,44578.08646,0,0,286,43.05534449,-76.11070895
936,44578.08646,0,0,281,43.05530643,-76.11149896
941,44578.08646,0,0,270,43.05523114,-76.11233724
942,44578.08646,267,19,280,43.05499559,-76.11089143
947,44578.08657,0,0,286,43.05534449,-76.11070895
949,44578.08657,0,0,270,43.05523067,-76.1123351
955,44578.08657,253,20,282,43.0541191,-76.11410929
961,44578.08657,233,22,280,43.05463539,-76.11198964
964,44578.08657,0,0,281,43.05529964,-76.11150343
965,44578.08657,0,0,278,43.05528972,-76.11206996
968,44578.08669,0,0,286,43.05534449,-76.11070895
969,44578.08669,0,0,270,43.05523067,-76.1123351
976,44578.08669,342,10,282,43.05417144,-76.11481578
980,44578.08669,0,0,281,43.05529964,-76.11150343
986,44578.08669,253,28,280,43.05423786,-76.11356309
987,44578.08669,0,0,278,43.05528972,-76.11206996
991,44578.08681,256,7,286,43.0553093,-76.11086298
992,44578.08681,256,7,286,43.0553093,-76.11086298
993,44578.08681,0,0,270,43.05523067,-76.1123351
994,44578.08681,260,11,282,43.05430868,-76.1153196
1002,44578.08681,0,0,281,43.05529964,-76.11150343
1010,44578.08681,0,0,278,43.05528972,-76.11206996
1011,44578.08681,271,14,280,43.05404439,-76.11463883
1018,44578.08692,183,10,282,43.05404924,-76.115545
1023,44578.08692,265,10,280,43.0543125,-76.11514432
1026,44578.08692,0,0,278,43.05527578,-76.11211445
1027,44578.08692,263,1,286,43.05528164,-76.11111044
1029,44578.08692,0,0,281,43.05529964,-76.11150343
1030,44578.08692,0,0,281,43.05529964,-76.11150343
1032,44578.08692,0,0,270,43.05523067,-76.1123351
1034,44578.08704,0,0,286,43.05529309,-76.11110023
1041,44578.08704,179,15,282,43.05377887,-76.11553738
1044,44578.08704,65,4,270,43.05528311,-76.11226174
1045,44578.08704,201,1,278,43.05524404,-76.11225232
1048,44578.08704,0,0,281,43.05529964,-76.11150343
1054,44578.08704,295,8,280,43.0542949,-76.11544005
1057,44578.08715,0,0,286,43.05529309,-76.11110023
1060,44578.08715,173,21,282,43.05288206,-76.11542533
1063,44578.08715,0,0,281,43.05529964,-76.11150343
1067,44578.08715,357,27,280,43.05521544,-76.11566453
1071,44578.08715,0,0,278,43.05524362,-76.11224672
1072,44578.08715,64,5,270,43.05542895,-76.11184827
1081,44578.08727,172,17,282,43.05202853,-76.11522671
1084,44578.08727,263,0,286,43.05529632,-76.11110856
1091,44578.08727,338,5,280,43.0558959,-76.11573445
1093,44578.08727,0,0,278,43.05524671,-76.11226386
1095,44578.08727,0,0,281,43.05529964,-76.11150343
1098,44578.08727,337,3,270,43.05574258,-76.11137963
1099,44578.08738,263,0,286,43.05529632,-76.11110856
1100,44578.08738,0,0,270,43.05569028,-76.11138896
1109,44578.08738,175,5,282,43.05145074,-76.11517609
1110,44578.08738,278,0,281,43.05531232,-76.11150312
1116,44578.08738,249,23,280,43.05579194,-76.1165986
1119,44578.08738,0,0,278,43.05524671,-76.11226386
1125,44578.0875,247,22,280,43.05544771,-76.11781321
1126,44578.0875,0,0,286,43.055305,-76.1114516
1132,44578.0875,0,0,282,43.05143364,-76.11515168
1135,44578.0875,0,0,281,43.05533138,-76.11167875
1137,44578.0875,0,0,270,43.05569028,-76.11138896
1139,44578.0875,0,0,278,43.05524671,-76.11226386
1142,44578.08762,0,0,286,43.055305,-76.1114516
1149,44578.08762,0,0,282,43.05142632,-76.1151549
1154,44578.08762,0,0,281,43.05533682,-76.1116738
1157,44578.08762,250,19,280,43.05516013,-76.11880447
1162,44578.08762,0,0,278,43.05524671,-76.11226386
1163,44578.08762,0,0,270,43.05569028,-76.11138896
1164,44578.08773,0,0,286,43.05532436,-76.11143515
1165,44578.08773,0,0,270,43.05569028,-76.11138896
1169,44578.08773,180,1,282,43.05142007,-76.1151628
1170,44578.08773,180,1,282,43.05142007,-76.1151628
1175,44578.08773,0,0,281,43.05534274,-76.11168465
1178,44578.08773,249,29,280,43.0547833,-76.12021019
1184,44578.08773,0,0,278,43.05524671,-76.11226386
1185,44578.08785,0,0,286,43.0553183,-76.11143859
1191,44578.08785,248,20,282,43.05112135,-76.11579246
1194,44578.08785,0,0,281,43.05534274,-76.11168465
1201,44578.08785,248,27,280,43.05456064,-76.12090574
1202,44578.08785,0,0,270,43.05569028,-76.11138896
1203,44578.08785,0,0,278,43.05524671,-76.11226386
1204,44578.08785,0,0,270,43.05569028,-76.11138896
1206,44578.08796,0,0,286,43.0553183,-76.11143859
1209,44578.08796,249,31,282,43.05070183,-76.11733824
1211,44578.08796,0,0,278,43.05524671,-76.11226386
1217,44578.08796,0,0,281,43.05534274,-76.11168465
1222,44578.08796,230,14,280,43.05422347,-76.12196836
1225,44578.08796,0,0,270,43.05569028,-76.11138896
1226,44578.08808,0,0,286,43.05531076,-76.11144831
1234,44578.08808,244,23,280,43.05358503,-76.12249918
1236,44578.08808,0,0,270,43.05569028,-76.11138896
1241,44578.08808,248,29,282,43.05026373,-76.1188907
1243,44578.08808,0,0,281,43.05534274,-76.11168465
1245,44578.08808,0,0,278,43.05524671,-76.11226386
1248,44578.08819,245,24,282,43.04974611,-76.12052038
1251,44578.08819,0,0,281,43.05534274,-76.11168465
1252,44578.08819,0,0,281,43.05534274,-76.11168465
1256,44578.08819,0,0,278,43.05524671,-76.11226386
1258,44578.08819,0,0,286,43.05531076,-76.11144831
1262,44578.08819,244,41,280,43.05280744,-76.12459506
1266,44578.08819,0,0,270,43.05569028,-76.11138896
1271,44578.08831,245,10,282,43.04963437,-76.12093727
1273,44578.08831,0,0,278,43.05524671,-76.11226386
1275,44578.08831,0,0,286,43.05531076,-76.11144831
1277,44578.08831,0,0,281,43.05534274,-76.11168465
1283,44578.08831,249,49,280,43.05196562,-76.12726449
1284,44578.08831,0,0,270,43.05569028,-76.11138896
1288,44578.08843,0,0,286,43.0552405,-76.11147381
1296,44578.08843,257,19,282,43.04949022,-76.12179269
1297,44578.08843,257,19,282,43.04949022,-76.12179269
1298,44578.08843,0,0,281,43.05534274,-76.11168465
1302,44578.08843,254,50,280,43.05166887,-76.12859401
1306,44578.08843,0,0,270,43.05569028,-76.11138896
1308,44578.08843,0,0,278,43.05524584,-76.11226945
1310,44578.08854,0,0,286,43.05526008,-76.11147039
1311,44578.08854,0,0,270,43.05569028,-76.11138896
1318,44578.08854,273,27,282,43.04936642,-76.12331484
1321,44578.08854,0,0,281,43.05534274,-76.11168465
1326,44578.08854,268,57,280,43.05161381,-76.13194059
1331,44578.08854,0,0,278,43.05524584,-76.11226945
1332,44578.08866,0,0,286,43.05526984,-76.11146216
1336,44578.08866,286,27,282,43.04966793,-76.12497507
1341,44578.08866,0,0,281,43.05534274,-76.11168465
1349,44578.08866,273,62,280,43.05163107,-76.13591482
1350,44578.08866,0,0,270,43.05569028,-76.11138896
1352,44578.08866,0,0,278,43.05524584,-76.11226945
1353,44578.08877,0,0,286,43.05526984,-76.11146216
1354,44578.08877,0,0,270,43.05569028,-76.11138896
1362,44578.08877,290,27,282,43.0501847,-76.12656646
1365,44578.08877,0,0,281,43.05534274,-76.11168465
1370,44578.08877,273,61,280,43.05173948,-76.13799013
1373,44578.08877,0,0,278,43.05524573,-76.11226991
1376,44578.08889,0,0,286,43.055272,-76.11146637
1378,44578.08889,285,25,282,43.05038421,-76.12742938
1380,44578.08889,281,3,281,43.05534811,-76.1117942
1383,44578.08889,0,0,270,43.05569028,-76.11138896
1384,44578.08889,0,0,278,43.05524573,-76.11226991
1395,44578.08889,269,56,280,43.05180905,-76.14144651
1396,44578.089,270,4,286,43.05527413,-76.11152927
1403,44578.089,275,27,282,43.05059999,-76.1289849
1407,44578.089,0,0,281,43.0553425,-76.11184339
1414,44578.089,0,0,270,43.05569028,-76.11138896
1415,44578.089,267,54,280,43.0515975,-76.1447494
1416,44578.089,0,0,278,43.05524573,-76.11226991
1418,44578.089,0,0,278,43.05524573,-76.11226991
1419,44578.08912,0,0,286,43.05530037,-76.11167004
1422,44578.08912,271,28,282,43.05068232,-76.13071783
1430,44578.08912,0,0,281,43.05534494,-76.11184671
1433,44578.08912,279,53,280,43.05185694,-76.14762372
1438,44578.08912,0,0,278,43.05524573,-76.11226991
1439,44578.08912,0,0,270,43.05569028,-76.11138896
1441,44578.08924,0,0,286,43.05530037,-76.11167004
1444,44578.08924,0,0,270,43.05569028,-76.11138896
1449,44578.08924,270,26,282,43.05070556,-76.13224741
1452,44578.08924,0,0,281,43.05534494,-76.11184671
1455,44578.08924,306,48,280,43.05298537,-76.15032391
1460,44578.08924,0,0,278,43.05524573,-76.11226991
1463,44578.08935,270,27,282,43.05071368,-76.1338728
1466,44578.08935,0,0,278,43.05524497,-76.11227126
1467,44578.08935,0,0,278,43.05524497,-76.11227126
1470,44578.08935,0,0,286,43.0553024,-76.11165535
1475,44578.08935,290,47,280,43.05405202,-76.15271938
1478,44578.08935,0,0,270,43.05569028,-76.11138896
1480,44578.08935,0,0,281,43.05534494,-76.11184671
1484,44578.08947,0,0,286,43.0553024,-76.11165535
1490,44578.08947,270,28,282,43.05071028,-76.13558471
1494,44578.08947,0,0,281,43.05534494,-76.11184671
1496,44578.08947,277,48,280,43.05440341,-76.15539918
1498,44578.08947,0,0,270,43.05569028,-76.11138896
1500,44578.08947,0,0,278,43.05524497,-76.11227126
1504,44578.08958,271,28,282,43.05075201,-76.13635021
1506,44578.08958,0,0,281,43.05534494,-76.11184671
1509,44578.08958,0,0,278,43.05524497,-76.11227175
1510,44578.08958,0,0,270,43.05569028,-76.11138896
1511,44578.08958,0,0,286,43.0553024,-76.11165535
1522,44578.08958,278,55,280,43.05454858,-76.15715997
1523,44578.0897,0,0,286,43.0553024,-76.11165535
1525,44578.0897,0,0,270,43.05569028,-76.11138896
1526,44578.0897,272,30,282,43.05073816,-76.13813082
1533,44578.0897,0,0,281,43.05534494,-76.11184671
1536,44578.0897,286,49,280,43.05504507,-76.16002554
1541,44578.0897,0,0,278,43.05524497,-76.11227175
1544,44578.08983,0,0,286,43.0553024,-76.11165535
1545,44578.08983,0,0,270,43.05569028,-76.11138896
1552,44578.08983,270,27,282,43.05080174,-76.14004027
1554,44578.08983,270,27,282,43.05080174,-76.14004027
1556,44578.08983,0,0,281,43.05534494,-76.11184671
1563,44578.08983,280,51,280,43.05543183,-76.16300282
1568,44578.08983,208,5,278,43.0552298,-76.11229594
1569,44578.08993,269,0,286,43.05530113,-76.11165602
1580,44578.08993,0,0,270,43.05569028,-76.11138896
1581,44578.08993,271,27,282,43.05082424,-76.14172567
1583,44578.08993,271,27,282,43.05082424,-76.14172567
1584,44578.08993,0,0,281,43.05534494,-76.11184671
1586,44578.08993,279,49,280,43.05585828,-76.1663715
1588,44578.08993,126,1,278,43.05503804,-76.11230312
1591,44578.09005,0,0,286,43.05529357,-76.11167275
1600,44578.09005,276,36,280,43.05614822,-76.16876005
1603,44578.09005,275,25,282,43.05085162,-76.14329216
1606,44578.09005,0,0,281,43.05534494,-76.11184671
1607,44578.09005,0,0,270,43.05569028,-76.11138896
1610,44578.09005,87,1,278,43.05504197,-76.11220947
1611,44578.09016,0,0,286,43.05530099,-76.11169788
1612,44578.09016,0,0,270,43.05569028,-76.11138896
1618,44578.09016,273,26,282,43.05083191,-76.14404126
1622,44578.09016,0,0,281,43.05534494,-76.11184671
1627,44578.09016,0,0,278,43.05500492,-76.11225063
1632,44578.09016,278,11,280,43.05633533,-76.17008132
1633,44578.09028,266,1,286,43.05531428,-76.11167683
1635,44578.09028,264,16,282,43.05082427,-76.14546185
1638,44578.09028,0,0,270,43.05569028,-76.11138896
1642,44578.09028,269,4,281,43.05534077,-76.11194213
1645,44578.09028,0,0,278,43.05500492,-76.11225063
1649,44578.09028,274,12,280,43.05633969,-76.17045867
1656,44578.09039,0,0,282,43.05081927,-76.1454858
1659,44578.09039,247,0,281,43.05532557,-76.11202474
1666,44578.09039,181,26,280,43.05546636,-76.17058286
1667,44578.09039,0,0,286,43.05532454,-76.11186179
1668,44578.09039,0,0,278,43.05500492,-76.11225063
1670,44578.09039,0,0,270,43.05569028,-76.11138896
1674,44578.09051,0,0,286,43.05532454,-76.11186179
1676,44578.09051,0,0,270,43.05534846,-76.11113257
1682,44578.09051,0,0,282,43.05083514,-76.14546505
1684,44578.09051,0,0,281,43.05532086,-76.11199814
1690,44578.09051,181,23,280,43.05411395,-76.17063947
1693,44578.09051,0,0,278,43.05500492,-76.11225063
1697,44578.09063,0,0,282,43.05083514,-76.14546505
1699,44578.09063,0,0,278,43.05500492,-76.11225063
1701,44578.09063,0,0,278,43.05500492,-76.11225063
1703,44578.09063,0,0,281,43.05532086,-76.11199814
1709,44578.09063,269,13,280,43.05374314,-76.17094386
1712,44578.09063,0,0,286,43.05532454,-76.11186179
1714,44578.09063,0,0,270,43.05534846,-76.11113257
