SpeedMetersPerSecond,Longitude,HeadingDegrees,Username,Latitude,ReportTimeDate,Category
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
0,-88.12015,354,velocity_deploy,41.79918,2/4/21 18:07,testvehicle2
10,-87.95098,104,LocalGovDeployRyanN,41.9807,2/4/21 18:08,testvehicle1
12,-87.9483,104,LocalGovDeployRyanN,41.98018,2/4/21 18:08,testvehicle1
12,-87.94295,140,LocalGovDeployRyanN,41.978,2/4/21 18:09,testvehicle1
0,-87.94013,94,LocalGovDeployRyanN,41.97593,2/4/21 18:10,testvehicle1
0,-87.94013,94,LocalGovDeployRyanN,41.97593,2/4/21 18:10,testvehicle1
3,-87.9399,140,LocalGovDeployRyanN,41.97588,2/4/21 18:10,testvehicle1
8,-87.93982,178,LocalGovDeployRyanN,41.97458,2/4/21 18:11,testvehicle1
9,-87.93978,178,LocalGovDeployRyanN,41.97235,2/4/21 18:11,testvehicle1
12,-87.93975,178,LocalGovDeployRyanN,41.97037,2/4/21 18:12,testvehicle1
10,-87.93972,178,LocalGovDeployRyanN,41.96583,2/4/21 18:12,testvehicle1
10,-87.93973,178,LocalGovDeployRyanN,41.96432,2/4/21 18:13,testvehicle1
6,-87.93967,182,LocalGovDeployRyanN,41.96098,2/4/21 18:13,testvehicle1
2,-87.93947,68,LocalGovDeployRyanN,41.9598,2/4/21 18:14,testvehicle1
0,-87.93947,356,LocalGovDeployRyanN,41.96048,2/4/21 18:14,testvehicle1
0,-87.93947,356,LocalGovDeployRyanN,41.96048,2/4/21 18:14,testvehicle1
0,-87.93947,356,LocalGovDeployRyanN,41.96048,2/4/21 18:14,testvehicle1
2,-87.93945,356,LocalGovDeployRyanN,41.9605,2/4/21 18:16,testvehicle1
11,-87.93942,0,LocalGovDeployRyanN,41.96223,2/4/21 18:16,testvehicle1
9,-87.93955,358,LocalGovDeployRyanN,41.96547,2/4/21 18:17,testvehicle1
13,-87.93958,0,LocalGovDeployRyanN,41.96755,2/4/21 18:17,testvehicle1
12,-87.93962,358,LocalGovDeployRyanN,41.97202,2/4/21 18:18,testvehicle1
2,-87.93963,0,LocalGovDeployRyanN,41.97322,2/4/21 18:18,testvehicle1
10,-87.93968,2,LocalGovDeployRyanN,41.97592,2/4/21 18:19,testvehicle1
12,-87.93963,0,LocalGovDeployRyanN,41.97795,2/4/21 18:19,testvehicle1
12,-87.93967,358,LocalGovDeployRyanN,41.98243,2/4/21 18:20,testvehicle1
12,-87.93973,358,LocalGovDeployRyanN,41.98475,2/4/21 18:20,testvehicle1
14,-87.9398,358,LocalGovDeployRyanN,41.98952,2/4/21 18:21,testvehicle1
11,-87.93983,358,LocalGovDeployRyanN,41.99193,2/4/21 18:21,testvehicle1
5,-87.94025,270,LocalGovDeployRyanN,41.99357,2/4/21 18:22,testvehicle1
1,-87.94095,116,LocalGovDeployRyanN,41.9934,2/4/21 18:22,testvehicle1
0,-87.94038,80,LocalGovDeployRyanN,41.99343,2/4/21 18:23,testvehicle1
8,-87.93997,176,LocalGovDeployRyanN,41.99242,2/4/21 18:23,testvehicle1
12,-87.93992,178,LocalGovDeployRyanN,41.98918,2/4/21 18:24,testvehicle1
12,-87.9399,178,LocalGovDeployRyanN,41.98683,2/4/21 18:24,testvehicle1
13,-87.93982,178,LocalGovDeployRyanN,41.98195,2/4/21 18:25,testvehicle1
12,-87.93978,178,LocalGovDeployRyanN,41.97965,2/4/21 18:25,testvehicle1
6,-87.93978,176,LocalGovDeployRyanN,41.97627,2/4/21 18:26,testvehicle1
9,-87.9398,178,LocalGovDeployRyanN,41.97472,2/4/21 18:26,testvehicle1
10,-87.93978,180,LocalGovDeployRyanN,41.972,2/4/21 18:27,testvehicle1
11,-87.93973,178,LocalGovDeployRyanN,41.9691,2/4/21 18:27,testvehicle1
11,-87.9397,178,LocalGovDeployRyanN,41.96605,2/4/21 18:28,testvehicle1
11,-87.93973,178,LocalGovDeployRyanN,41.96417,2/4/21 18:28,testvehicle1
0,-87.93972,170,LocalGovDeployRyanN,41.96122,2/4/21 18:29,testvehicle1
0,-87.93972,170,LocalGovDeployRyanN,41.96122,2/4/21 18:29,testvehicle1
3,-87.93968,176,LocalGovDeployRyanN,41.96043,2/4/21 18:30,testvehicle1
1,-87.93968,154,LocalGovDeployRyanN,41.96018,2/4/21 18:30,testvehicle1
0,-87.9394,8,LocalGovDeployRyanN,41.9599,2/4/21 18:31,testvehicle1
0,-87.93942,0,LocalGovDeployRyanN,41.96,2/4/21 18:31,testvehicle1
2,-87.93943,0,LocalGovDeployRyanN,41.96005,2/4/21 18:32,testvehicle1
10,-87.93955,356,LocalGovDeployRyanN,41.96538,2/4/21 18:33,testvehicle1
10,-87.93955,356,LocalGovDeployRyanN,41.96538,2/4/21 18:33,testvehicle1
13,-87.93962,358,LocalGovDeployRyanN,41.96772,2/4/21 18:33,testvehicle1
12,-87.93967,0,LocalGovDeployRyanN,41.97255,2/4/21 18:34,testvehicle1
6,-87.93965,358,LocalGovDeployRyanN,41.9738,2/4/21 18:34,testvehicle1
11,-87.93963,358,LocalGovDeployRyanN,41.97725,2/4/21 18:35,testvehicle1
11,-87.93968,358,LocalGovDeployRyanN,41.97935,2/4/21 18:35,testvehicle1
12,-87.93973,358,LocalGovDeployRyanN,41.98367,2/4/21 18:36,testvehicle1
12,-87.93977,358,LocalGovDeployRyanN,41.98608,2/4/21 18:36,testvehicle1
12,-87.93985,358,LocalGovDeployRyanN,41.99088,2/4/21 18:37,testvehicle1
0,-87.93992,344,LocalGovDeployRyanN,41.9933,2/4/21 18:37,testvehicle1
4,-87.94025,260,LocalGovDeployRyanN,41.99355,2/4/21 18:38,testvehicle1
6,-87.94003,160,LocalGovDeployRyanN,41.9933,2/4/21 18:38,testvehicle1
11,-87.93998,178,LocalGovDeployRyanN,41.99163,2/4/21 18:39,testvehicle1
12,-87.93993,178,LocalGovDeployRyanN,41.98728,2/4/21 18:39,testvehicle1
12,-87.93988,178,LocalGovDeployRyanN,41.98503,2/4/21 18:40,testvehicle1
11,-87.93983,178,LocalGovDeployRyanN,41.98065,2/4/21 18:40,testvehicle1
12,-87.93983,178,LocalGovDeployRyanN,41.9785,2/4/21 18:41,testvehicle1
6,-87.9402,274,LocalGovDeployRyanN,41.97608,2/4/21 18:41,testvehicle1
12,-87.94308,316,LocalGovDeployRyanN,41.97822,2/4/21 18:42,testvehicle1
12,-87.94547,296,LocalGovDeployRyanN,41.97958,2/4/21 18:42,testvehicle1
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
0,-88.12017,354,velocity_deploy,41.79922,2/4/21 18:42,testvehicle2
10,-87.9512,284,LocalGovDeployRyanN,41.98083,2/4/21 18:43,testvehicle1
7,-87.953,286,LocalGovDeployRyanN,41.98217,2/4/21 18:43,testvehicle1
5,-87.95435,288,LocalGovDeployRyanN,41.98253,2/4/21 18:44,testvehicle1
8,-87.95805,282,LocalGovDeployRyanN,41.98347,2/4/21 18:44,testvehicle1
0,-87.95867,282,LocalGovDeployRyanN,41.98355,2/4/21 18:45,testvehicle1
0,-87.95867,282,LocalGovDeployRyanN,41.98355,2/4/21 18:45,testvehicle1
1,-87.9587,276,LocalGovDeployRyanN,41.98355,2/4/21 18:46,testvehicle1
9,-87.96038,274,LocalGovDeployRyanN,41.98373,2/4/21 18:46,testvehicle1
11,-87.96613,272,LocalGovDeployRyanN,41.98388,2/4/21 18:47,testvehicle1
11,-87.96895,270,LocalGovDeployRyanN,41.98395,2/4/21 18:47,testvehicle1
2,-87.9705,164,LocalGovDeployRyanN,41.98327,2/4/21 18:48,testvehicle1
9,-87.96867,92,LocalGovDeployRyanN,41.98292,2/4/21 18:48,testvehicle1
3,-87.96447,144,LocalGovDeployRyanN,41.9827,2/4/21 18:49,testvehicle1
0,-87.96532,266,LocalGovDeployRyanN,41.98245,2/4/21 18:49,testvehicle1
0,-87.96532,266,LocalGovDeployRyanN,41.98245,2/4/21 18:49,testvehicle1
0,-87.96532,266,LocalGovDeployRyanN,41.98245,2/4/21 18:49,testvehicle1
0,-87.96532,266,LocalGovDeployRyanN,41.98245,2/4/21 18:49,testvehicle1
0,-87.96548,14,LocalGovDeployRyanN,41.98257,2/4/21 18:51,testvehicle1
1,-87.96543,80,LocalGovDeployRyanN,41.98258,2/4/21 18:52,testvehicle1
5,-87.96423,88,LocalGovDeployRyanN,41.98277,2/4/21 18:52,testvehicle1
1,-88.12047,246,velocity_deploy,41.7988,2/4/21 18:52,testvehicle2
9,-87.96212,100,LocalGovDeployRyanN,41.98257,2/4/21 18:53,testvehicle1
0,-87.95997,98,LocalGovDeployRyanN,41.98227,2/4/21 18:53,testvehicle1
8,-88.12163,200,velocity_deploy,41.7971,2/4/21 18:53,testvehicle2
0,-88.12208,200,velocity_deploy,41.7962,2/4/21 18:53,testvehicle2
10,-87.95817,100,LocalGovDeployRyanN,41.98205,2/4/21 18:54,testvehicle1
11,-87.9556,102,LocalGovDeployRyanN,41.98163,2/4/21 18:54,testvehicle1
0,-88.12207,184,velocity_deploy,41.79617,2/4/21 18:54,testvehicle2
0,-88.12207,184,velocity_deploy,41.79617,2/4/21 18:54,testvehicle2
7,-87.9527,316,LocalGovDeployRyanN,41.9821,2/4/21 18:55,testvehicle1
6,-87.95445,290,LocalGovDeployRyanN,41.98257,2/4/21 18:55,testvehicle1
4,-88.12202,110,velocity_deploy,41.79585,2/4/21 18:55,testvehicle2
0,-88.11985,90,velocity_deploy,41.79597,2/4/21 18:55,testvehicle2
6,-87.95792,286,LocalGovDeployRyanN,41.9835,2/4/21 18:56,testvehicle1
2,-87.95898,262,LocalGovDeployRyanN,41.98367,2/4/21 18:56,testvehicle1
1,-88.11977,84,velocity_deploy,41.79598,2/4/21 18:56,testvehicle2
10,-88.11958,340,velocity_deploy,41.79788,2/4/21 18:56,testvehicle2
12,-87.96308,270,LocalGovDeployRyanN,41.9838,2/4/21 18:57,testvehicle1
11,-87.9659,272,LocalGovDeployRyanN,41.98388,2/4/21 18:57,testvehicle1
11,-88.11988,0,velocity_deploy,41.7998,2/4/21 18:57,testvehicle2
12,-88.1198,4,velocity_deploy,41.804,2/4/21 18:57,testvehicle2
7,-87.9706,260,LocalGovDeployRyanN,41.98403,2/4/21 18:58,testvehicle1
11,-87.97293,272,LocalGovDeployRyanN,41.98407,2/4/21 18:58,testvehicle1
9,-88.11888,28,velocity_deploy,41.80627,2/4/21 18:58,testvehicle2
0,-88.11765,16,velocity_deploy,41.8083,2/4/21 18:58,testvehicle2
3,-87.97742,272,LocalGovDeployRyanN,41.98422,2/4/21 18:59,testvehicle1
11,-88.11672,24,velocity_deploy,41.80972,2/4/21 18:59,testvehicle2
11,-88.11555,24,velocity_deploy,41.81173,2/4/21 18:59,testvehicle2
0,-87.97962,272,LocalGovDeployRyanN,41.98422,2/4/21 19:00,testvehicle1
5,-87.9799,352,LocalGovDeployRyanN,41.98437,2/4/21 19:00,testvehicle1
0,-87.98,250,LocalGovDeployRyanN,41.98603,2/4/21 19:00,testvehicle1
12,-88.11295,26,velocity_deploy,41.81593,2/4/21 19:00,testvehicle2
6,-88.11215,32,velocity_deploy,41.8171,2/4/21 19:00,testvehicle2
7,-87.98005,182,LocalGovDeployRyanN,41.98483,2/4/21 19:01,testvehicle1
15,-88.10955,20,velocity_deploy,41.82078,2/4/21 19:01,testvehicle2
14,-88.10837,18,velocity_deploy,41.82333,2/4/21 19:01,testvehicle2
14,-87.9834,258,LocalGovDeployRyanN,41.98397,2/4/21 19:02,testvehicle1
14,-87.9868,266,LocalGovDeployRyanN,41.9837,2/4/21 19:02,testvehicle1
11,-88.10607,20,velocity_deploy,41.82758,2/4/21 19:02,testvehicle2
0,-88.1055,20,velocity_deploy,41.82852,2/4/21 19:02,testvehicle2
0,-88.1055,20,velocity_deploy,41.82852,2/4/21 19:02,testvehicle2
14,-87.9946,270,LocalGovDeployRyanN,41.98357,2/4/21 19:03,testvehicle1
10,-87.99763,280,LocalGovDeployRyanN,41.98377,2/4/21 19:03,testvehicle1
10,-87.99908,336,LocalGovDeployRyanN,41.9855,2/4/21 19:03,testvehicle1
1,-88.10548,18,velocity_deploy,41.82855,2/4/21 19:03,testvehicle2
8,-88.00055,320,LocalGovDeployRyanN,41.98695,2/4/21 19:04,testvehicle1
8,-88.00313,0,LocalGovDeployRyanN,41.98977,2/4/21 19:04,testvehicle1
10,-88.10363,22,velocity_deploy,41.83145,2/4/21 19:04,testvehicle2
6,-88.10288,22,velocity_deploy,41.83283,2/4/21 19:04,testvehicle2
9,-88.00302,358,LocalGovDeployRyanN,41.99123,2/4/21 19:05,testvehicle1
0,-88.00305,0,LocalGovDeployRyanN,41.99388,2/4/21 19:05,testvehicle1
2,-88.10168,358,velocity_deploy,41.83617,2/4/21 19:05,testvehicle2
1,-88.00327,202,LocalGovDeployRyanN,41.99395,2/4/21 19:06,testvehicle1
5,-88.00323,182,LocalGovDeployRyanN,41.99193,2/4/21 19:06,testvehicle1
11,-88.10163,0,velocity_deploy,41.83772,2/4/21 19:06,testvehicle2
12,-88.10158,0,velocity_deploy,41.8399,2/4/21 19:06,testvehicle2
8,-88.00327,180,LocalGovDeployRyanN,41.9906,2/4/21 19:07,testvehicle1
9,-88.00193,138,LocalGovDeployRyanN,41.98785,2/4/21 19:07,testvehicle1
14,-88.10162,358,velocity_deploy,41.8445,2/4/21 19:07,testvehicle2
12,-88.10163,358,velocity_deploy,41.84687,2/4/21 19:07,testvehicle2
9,-88.00037,138,LocalGovDeployRyanN,41.98658,2/4/21 19:08,testvehicle1
7,-87.99875,168,LocalGovDeployRyanN,41.98395,2/4/21 19:08,testvehicle1
12,-88.10167,356,velocity_deploy,41.85115,2/4/21 19:08,testvehicle2
10,-88.10185,354,velocity_deploy,41.85318,2/4/21 19:08,testvehicle2
8,-87.99847,180,LocalGovDeployRyanN,41.98247,2/4/21 19:09,testvehicle1
12,-87.9982,180,LocalGovDeployRyanN,41.97828,2/4/21 19:09,testvehicle1
11,-88.1023,354,velocity_deploy,41.8574,2/4/21 19:09,testvehicle2
0,-88.10242,2,velocity_deploy,41.85855,2/4/21 19:09,testvehicle2
0,-88.10242,2,velocity_deploy,41.85855,2/4/21 19:09,testvehicle2
13,-87.99818,180,LocalGovDeployRyanN,41.97592,2/4/21 19:10,testvehicle1
11,-87.99818,180,LocalGovDeployRyanN,41.97127,2/4/21 19:10,testvehicle1
7,-88.10247,350,velocity_deploy,41.85898,2/4/21 19:10,testvehicle2
2,-88.10268,314,velocity_deploy,41.86063,2/4/21 19:10,testvehicle2
3,-87.99828,192,LocalGovDeployRyanN,41.96955,2/4/21 19:11,testvehicle1
7,-87.99838,180,LocalGovDeployRyanN,41.96792,2/4/21 19:11,testvehicle1
1,-88.10322,2,velocity_deploy,41.86083,2/4/21 19:11,testvehicle2
0,-88.10322,40,velocity_deploy,41.86108,2/4/21 19:11,testvehicle2
0,-88.10322,40,velocity_deploy,41.86108,2/4/21 19:11,testvehicle2
2,-87.99822,36,LocalGovDeployRyanN,41.96652,2/4/21 19:12,testvehicle1
8,-87.99823,0,LocalGovDeployRyanN,41.96755,2/4/21 19:12,testvehicle1
0,-88.10282,106,velocity_deploy,41.86113,2/4/21 19:12,testvehicle2
7,-87.99815,6,LocalGovDeployRyanN,41.96923,2/4/21 19:13,testvehicle1
10,-87.99807,0,LocalGovDeployRyanN,41.97107,2/4/21 19:13,testvehicle1
5,-88.10272,174,velocity_deploy,41.86093,2/4/21 19:13,testvehicle2
0,-88.1026,174,velocity_deploy,41.8592,2/4/21 19:13,testvehicle2
0,-88.1026,174,velocity_deploy,41.8592,2/4/21 19:13,testvehicle2
12,-87.99807,358,LocalGovDeployRyanN,41.97312,2/4/21 19:14,testvehicle1
13,-87.99802,0,LocalGovDeployRyanN,41.9776,2/4/21 19:14,testvehicle1
1,-88.10258,202,velocity_deploy,41.85915,2/4/21 19:14,testvehicle2
11,-87.998,0,LocalGovDeployRyanN,41.97985,2/4/21 19:15,testvehicle1
9,-87.99838,350,LocalGovDeployRyanN,41.98352,2/4/21 19:15,testvehicle1
9,-88.10242,174,velocity_deploy,41.85795,2/4/21 19:15,testvehicle2
9,-88.10208,174,velocity_deploy,41.85455,2/4/21 19:15,testvehicle2
3,-87.99845,78,LocalGovDeployRyanN,41.9846,2/4/21 19:16,testvehicle1
0,-87.99775,302,LocalGovDeployRyanN,41.98485,2/4/21 19:16,testvehicle1
10,-88.10192,174,velocity_deploy,41.8528,2/4/21 19:16,testvehicle2
7,-88.10177,180,velocity_deploy,41.84922,2/4/21 19:16,testvehicle2
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
0,-87.99818,56,LocalGovDeployRyanN,41.9849,2/4/21 19:17,testvehicle1
