Aux1,datetimerecorded,Device,Device_Group,Distance,Heading,Ignition,Latitude,Longitude,MaxDistance,Speed,Speed_file,Valid,Valid_GPS
FALSE,5/17/2022 14:41,Street Sander SF829042,"Sanders, Sanders",873.5265003,193.4771096,TRUE,43.51511,-96.73119,873.5265003,58.23121794,0,TRUE,TRUE
FALSE,5/17/2022 14:41,Street Sander SF829042,"Sanders, Sanders",873.5265003,193.4771096,TRUE,43.51511,-96.73119,873.5265003,58.23121794,0,TRUE,TRUE
FALSE,5/17/2022 14:41,Street Sander SF829044,"Sanders, Sanders",2217.544524,274.5442191,TRUE,43.56408,-96.75568,2740.886689,147.8264465,2,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,1105.220426,88.1018557,TRUE,43.60197,-96.72443,1105.220426,73.68627415,22,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,725.8162997,89.99905519,TRUE,43.60197,-96.72169,1105.220426,725816.2997,32,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",776.6293783,178.6347488,TRUE,43.51508,-96.73119,776.6293783,51.77529188,2,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",862.7972817,175.607074,TRUE,43.51485,-96.73101,862.7972817,57.51981878,15,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",910.1060448,161.008505,TRUE,43.51485,-96.73014,910.1060448,60.67373632,29,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",1117.870831,139.5418888,TRUE,43.51488,-96.72852,1117.870831,74.52472205,30,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",181.1616481,275.7945089,TRUE,43.56413,-96.75636,2217.544524,12.07824842,22,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",542.7991723,275.0266736,TRUE,43.56426,-96.7584,542.7991723,542799.1723,33,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",814.6937669,275.4114289,TRUE,43.56434,-96.75942,814.6937669,814693.7669,30,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1135.775167,274.8048797,TRUE,43.56439,-96.76063,1135.775167,1135775.167,0,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1141.058002,274.7825972,TRUE,43.56439,-96.76065,1141.058002,1141058.002,2,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1189.532472,275.1178551,TRUE,43.56442,-96.76083,1189.532472,1189532.472,10,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1215.936064,275.0065102,TRUE,43.56442,-96.76093,1215.936064,1215936.064,0,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,2137.793008,90.48742585,TRUE,43.60192,-96.71362,2137.793008,142.5290358,31,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,2569.561361,90.4044916,TRUE,43.60192,-96.71199,2569.561361,171.3155117,17,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,2664.921812,90.38977339,TRUE,43.60192,-96.71163,2664.921812,177.673299,0,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,2664.921812,90.38977339,TRUE,43.60192,-96.71163,2664.921812,177.673299,0,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,2664.921812,90.38977339,TRUE,43.60192,-96.71163,2664.921812,177.673299,1,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829041,"Sanders, Sanders",,,FALSE,43.57013,-96.73574,,,0,TRUE,FALSE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",3117.704377,91.20610236,TRUE,43.5149,-96.71944,3117.704377,207.8608159,35,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",4170.804552,90.99966914,TRUE,43.51488,-96.71547,4170.804552,278.0721749,32,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",4440.795071,89.71105764,TRUE,43.51514,-96.71445,4440.795071,296.0727429,33,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",4879.182508,86.55519284,TRUE,43.51588,-96.71283,4879.182508,325.3005206,30,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",681.0592423,274.9306923,TRUE,43.56442,-96.76096,681.0592423,45.40697662,1,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,545.687159,89.99928967,TRUE,43.60192,-96.71156,2137.793008,36.37914394,10,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,58.53789586,71.79940337,TRUE,43.60197,-96.71135,545.687159,58537.89586,14,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,107.1935728,52.16071263,TRUE,43.6021,-96.71124,545.687159,107193.5728,15,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,382.5591419,13.57040164,TRUE,43.60294,-96.71122,545.687159,382559.1419,24,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",2058.117445,76.01217963,TRUE,43.51626,-96.71191,3117.704377,137.1986831,18,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",2150.11556,75.81915164,TRUE,43.51634,-96.71158,3117.704377,143.3314819,12,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",2185.613814,77.33428562,TRUE,43.51621,-96.7114,3117.704377,145.6978744,14,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",2112.503222,83.33527117,TRUE,43.51557,-96.71153,3117.704377,140.8241598,29,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",60.9640654,270.0000793,TRUE,43.56442,-96.76119,681.0592423,4.064000094,9,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",109.3437156,233.028948,TRUE,43.56424,-96.76129,681.0592423,7.289095103,15,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",384.3354954,192.3028465,TRUE,43.56339,-96.76127,681.0592423,25.62065832,29,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829045,"Sanders, Sanders",,,FALSE,43.54729,-96.6891,,,0,TRUE,FALSE
FALSE,5/17/2022 14:42,Street Sander SF829045,"Sanders, Sanders",,,FALSE,43.54729,-96.6891,,,0,TRUE,FALSE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,526.404829,4.313668343,TRUE,43.60341,-96.7112,526.404829,35.095995,22,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,599.1253341,3.78923714,TRUE,43.60361,-96.7112,599.1253341,39.9443519,12,TRUE,TRUE
FALSE,5/17/2022 14:42,Fleet Parts Runner SF110331,Parts,673.5796686,9.929770423,TRUE,43.60379,-96.71091,673.5796686,44.90830513,0,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",660.1051333,178.1641228,TRUE,43.51445,-96.71183,2058.117445,44.00994288,33,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",1155.802445,181.3105562,TRUE,43.51309,-96.71201,2058.117445,77.05863356,34,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829042,"Sanders, Sanders",2150.677862,175.2758675,TRUE,43.51038,-96.71124,2150.677862,143.3880834,32,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",896.9539228,181.349936,TRUE,43.56196,-96.76127,896.9539228,59.80091491,30,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1177.569493,181.0282177,TRUE,43.56119,-96.76127,1177.569493,78.50986684,11,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1203.222499,186.428554,TRUE,43.56114,-96.7617,1203.222499,80.22018127,16,TRUE,TRUE
FALSE,5/17/2022 14:42,Street Sander SF829044,"Sanders, Sanders",1226.788685,194.3391543,TRUE,43.56116,-96.76234,1226.788685,81.79136509,0,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,158.3909841,28.92601093,TRUE,43.60379,-96.71091,526.404829,10.55939894,0,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,164.8044444,27.69906275,TRUE,43.60381,-96.71091,526.404829,10.98696296,2,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,94.28975407,305.538249,TRUE,43.60394,-96.7112,158.3909841,94289.75407,9,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,271.3374417,345.3460196,TRUE,43.60451,-96.71117,271.3374417,271337.4417,24,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,385.0813066,353.7033918,TRUE,43.60484,-96.71107,385.0813066,385081.3066,21,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",2033.556618,175.3020114,TRUE,43.50889,-96.7112,2033.556618,135.5704412,32,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",2428.73105,175.2545251,TRUE,43.50781,-96.71107,2428.73105,161.9154033,5,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",2446.894112,175.289828,TRUE,43.50776,-96.71107,2446.894112,163.1262741,2,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",2483.881862,175.1765304,TRUE,43.50766,-96.71104,2483.881862,165.5921241,10,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",486.966381,168.7278337,TRUE,43.50758,-96.71084,2033.556618,486966.381,15,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",556.8792811,149.1228637,TRUE,43.50758,-96.71012,2033.556618,556879.2811,27,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",946.4368368,120.3876611,TRUE,43.50758,-96.70812,2033.556618,946436.8368,32,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829044,"Sanders, Sanders",406.7949586,224.1042406,TRUE,43.56116,-96.76234,896.9539228,27.11966391,0,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,398.5829816,16.15336908,TRUE,43.60499,-96.71078,398.5829816,26.57397037,21,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,1071.286971,60.12439819,TRUE,43.6054,-96.70769,1071.286971,71.42389296,47,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,1973.023271,72.85795696,TRUE,43.60553,-96.70408,1973.023271,131.5436543,61,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,3058.069212,77.42383843,TRUE,43.60576,-96.69993,3058.069212,203.8848731,64,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,7379.92583,80.72095076,TRUE,43.60719,-96.6837,7379.92583,492.0278572,68,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,8841.466601,81.08779881,TRUE,43.60768,-96.67822,8841.466601,589.4704048,75,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,9613.234766,81.51999073,TRUE,43.60781,-96.6753,9613.234766,640.9250461,76,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,398.5829816,16.15336908,TRUE,43.60499,-96.71078,398.5829816,26.57397037,21,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,1071.286971,60.12439819,TRUE,43.6054,-96.70769,1071.286971,71.42389296,47,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,1973.023271,72.85795696,TRUE,43.60553,-96.70408,1973.023271,131.5436543,61,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,3058.069212,77.42383843,TRUE,43.60576,-96.69993,3058.069212,203.8848731,64,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,7379.92583,80.72095076,TRUE,43.60719,-96.6837,7379.92583,492.0278572,68,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,8841.466601,81.08779881,TRUE,43.60768,-96.67822,8841.466601,589.4704048,75,TRUE,TRUE
FALSE,5/17/2022 14:43,Fleet Parts Runner SF110331,Parts,9613.234766,81.51999073,TRUE,43.60781,-96.6753,9613.234766,640.9250461,76,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",2159.637982,90.191295,TRUE,43.50756,-96.7027,2159.637982,143.9854645,34,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",3411.897984,90.11843121,TRUE,43.50756,-96.69798,3411.897984,227.4750306,27,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",5115.21592,90.19823217,TRUE,43.50753,-96.69156,5115.21592,341.0371304,27,TRUE,TRUE
FALSE,5/17/2022 14:43,Street Sander SF829042,"Sanders, Sanders",2159.637982,90.191295,TRUE,43.50756,-96.7027,2159.637982,143.9854645,34,TRUE,TRUE
