heading,vehicleid,objectid1,speedmph,location_timestamp,datetimeprocessed,x,y
164,209,247510017,7,1637952492000,1637952500183,-76.10990459,43.05572979
169,209,247510022,8,1637952502000,1637952510325,-76.10981753,43.05545041
156,209,247430014,11,1637952517000,1637952520237,-76.10967457,43.05498063
109,209,247430009,14,1637952528000,1637952530235,-76.10894101,43.05479816
100,209,247420009,15,1637952533000,1637952540207,-76.10847959,43.05466848
86,209,247420007,13,1637952545000,1637952550285,-76.10758767,43.05469707
52,209,247540004,5,1637952557000,1637952560298,-76.10704954,43.05479521
336,209,247390011,7,1637952568000,1637952570177,-76.10709749,43.05510085
339,209,247500015,10,1637952576000,1637952580159,-76.10726832,43.0553666
322,209,247530005,9,1637952589000,1637952590528,-76.10760448,43.05585551
301,209,247620002,9,1637952595000,1637952600286,-76.10782771,43.05600944
242,209,247650015,5,1637952605000,1637952610166,-76.10822656,43.0560182
0,209,247650011,0,1637952617000,1637952640220,-76.10831408,43.05597296
254,209,247650007,0,1637952653000,1637952660190,-76.10828975,43.05595583
0,209,247660005,0,1637952668000,1637952670316,-76.1081713,43.0559315
109,209,247620019,3,1637952673000,1637952680194,-76.10811588,43.05590576
0,209,247710017,0,1637952680000,1637952800191,-76.10798515,43.05585253
0,209,249190002,0,1637953730000,1637953910492,-76.10798515,43.05585253
0,209,249440007,0,1637953940000,1637953980465,-76.10869257,43.05515529
0,209,249350003,0,1637953980000,1637953990239,-76.10949122,43.05592415
0,209,249530005,0,1637953992000,1637954150283,-76.10907683,43.05616408
0,251,250390002,0,1637954610000,1637954670243,-76.10716405,43.05537478
0,209,250510000,0,1637954773000,1637954860206,-76.10907683,43.05616408
0,254,250950009,0,1637955015000,1637955140158,-76.10721666,43.05542822
0,209,250890004,0,1637955019000,1637955030460,-76.10907683,43.05616408
0,209,251970000,0,1637955761000,1637955860166,-76.10907683,43.05616408
0,211,253150008,0,1637956830000,1637956870309,-76.10950124,43.05597639
0,280,256180011,0,1637959088000,1637959090173,-76.10857591,43.05497902
192,280,256230014,4,1637959094000,1637959100191,-76.10847197,43.05493027
8,280,256280000,2,1637959105000,1637959110524,-76.10855245,43.05489875
336,280,256220003,3,1637959109000,1637959120220,-76.10859328,43.05497415
0,280,256300020,0,1637959122000,1637959140160,-76.10863818,43.05507693
0,280,256320027,0,1637959208000,1637959210304,-76.1086211,43.05506028
0,206,256400029,0,1637959213000,1637959220162,-76.10808888,43.05514523
130,219,256400018,0,1637959216000,1637959220163,-76.10837457,43.05498839
0,280,256310014,0,1637959219000,1637959230235,-76.10860488,43.05506011
184,219,256380007,7,1637959227000,1637959230234,-76.1085068,43.05483998
0,206,256480012,0,1637959229000,1637959320455,-76.10823221,43.05518722
274,219,256400019,9,1637959239000,1637959240415,-76.10875446,43.05469953
289,219,256360003,11,1637959245000,1637959250181,-76.10910765,43.05481973
285,219,256420006,4,1637959252000,1637959260171,-76.10945058,43.05488424
291,286,256450003,4,1637959258000,1637959260153,-76.10883117,43.05473344
63,280,256360005,0,1637959266000,1637959270757,-76.10861634,43.05508614
287,286,256450006,8,1637959268000,1637959270731,-76.109198,43.05484446
0,280,256450024,0,1637959272000,1637959300222,-76.10862612,43.05509025
280,219,256380028,2,1637959277000,1637959280166,-76.110062,43.05503731
285,286,256430000,6,1637959278000,1637959280163,-76.1095777,43.05489842
254,269,256320011,6,1637959285000,1637959290284,-76.1092991,43.05497264
278,219,256440003,16,1637959288000,1637959290284,-76.11056566,43.05508899
286,286,256390005,8,1637959288000,1637959290281,-76.10993362,43.05499169
292,282,256450028,6,1637959289000,1637959290282,-76.1089838,43.05481569
279,219,256400013,14,1637959294000,1637959300221,-76.1110481,43.05513873
172,269,256310012,5,1637959295000,1637959300221,-76.1085062,43.05489958
282,286,256410006,9,1637959296000,1637959300219,-76.11030959,43.05505672
285,282,256370002,8,1637959298000,1637959300220,-76.10935894,43.05486314
194,269,256380015,3,1637959303000,1637959310355,-76.10855145,43.05474528
279,286,256320022,10,1637959303000,1637959310356,-76.11070256,43.05510519
123,280,256450022,0,1637959304000,1637959310356,-76.10864663,43.05508151
280,219,256380020,11,1637959307000,1637959310355,-76.11184843,43.05532412
288,282,256340003,8,1637959308000,1637959310354,-76.10974198,43.05495717
0,280,256530002,0,1637959310000,1637959320457,-76.10863106,43.05506317
292,269,256600000,5,1637959313000,1637959320457,-76.10881007,43.05468951
280,282,256540002,3,1637959315000,1637959320455,-76.11001554,43.05502145
0,260,256520016,0,1637959317000,1637959320456,-76.10823526,43.05506542
280,286,256520007,9,1637959317000,1637959320454,-76.11148985,43.05523328
249,219,256530012,2,1637959318000,1637959320457,-76.11235173,43.05523957
283,269,256480004,5,1637959324000,1637959340175,-76.10915812,43.05482012
124,280,256610015,0,1637959326000,1637959330321,-76.10863296,43.05506173
276,286,256480014,8,1637959326000,1637959330318,-76.11188873,43.05529636
216,260,256590005,5,1637959327000,1637959330321,-76.10843097,43.05499375
125,219,256610005,8,1637959329000,1637959330320,-76.11234412,43.05496901
279,282,256500011,12,1637959329000,1637959330319,-76.11054108,43.05510354
256,286,256470001,8,1637959331000,1637959340174,-76.1121144,43.05528969
167,260,256470020,5,1637959332000,1637959340177,-76.10853242,43.05487264
0,280,256600001,0,1637959332000,1637959340177,-76.10865266,43.05506298
0,219,256560008,0,1637959335000,1637959340175,-76.11219192,43.05498915
280,282,256610004,10,1637959335000,1637959340174,-76.11092764,43.0551687
286,269,256480019,5,1637959337000,1637959350515,-76.10953333,43.05489513
286,282,256520000,9,1637959342000,1637959350513,-76.11132057,43.05522375
259,260,256590010,5,1637959345000,1637959350514,-76.10866176,43.05468067
0,219,256530020,0,1637959346000,1637959360250,-76.11235254,43.05502118
285,269,256480009,6,1637959348000,1637959360250,-76.10989751,43.05498958
197,286,256490000,4,1637959348000,1637959350512,-76.1125897,43.05513676
301,260,256560015,6,1637959351000,1637959360250,-76.10886541,43.05473393
169,286,256500012,2,1637959353000,1637959360247,-76.11256699,43.05505277
160,280,256610003,4,1637959357000,1637959360250,-76.10865546,43.05504742
263,282,256600014,8,1637959358000,1637959360248,-76.11198085,43.05533503
285,269,256480005,6,1637959359000,1637959370332,-76.11027742,43.05507276
0,219,256520003,0,1637959360000,1637959380176,-76.11236826,43.05502933
282,260,256600016,7,1637959361000,1637959370331,-76.10921106,43.05484928
171,280,256560012,3,1637959366000,1637959370331,-76.10856375,43.05478523
249,282,256600018,5,1637959367000,1637959370330,-76.11233951,43.05525663
126,286,256570006,1,1637959367000,1637959370330,-76.11247314,43.05502322
275,269,256540012,8,1637959368000,1637959380176,-76.11064291,43.05511333
289,260,256610006,7,1637959370000,1637959380175,-76.10960658,43.05491405
0,282,256540017,0,1637959372000,1637959380176,-76.11239077,43.05523999
0,286,256600013,0,1637959373000,1637959380173,-76.1124896,43.05503629
282,269,256600022,7,1637959377000,1637959390494,-76.11104722,43.05515591
289,280,256530004,14,1637959377000,1637959380175,-76.10913689,43.05486479
0,219,256520008,0,1637959384000,1637959390494,-76.11238515,43.05502575
283,260,256560005,9,1637959386000,1637959390492,-76.11038038,43.05508363
0,282,256550004,0,1637959386000,1637959390492,-76.11241008,43.05525177
126,286,256590000,0,1637959386000,1637959390491,-76.11249461,43.05504085
286,269,256540004,7,1637959387000,1637959400216,-76.11143651,43.05524182
289,280,256530022,13,1637959388000,1637959390493,-76.10972893,43.05497747
275,260,256600012,11,1637959393000,1637959400217,-76.11078217,43.05511502
248,282,256470021,2,1637959393000,1637959400215,-76.11243406,43.05525158
285,280,256500009,14,1637959394000,1637959400217,-76.11014447,43.0550598
0,286,256500002,0,1637959396000,1637959410235,-76.11234182,43.0550053
68,219,256470004,4,1637959397000,1637959400216,-76.11180157,43.05513974
286,260,256560010,9,1637959400000,1637959410238,-76.11118425,43.05518275
0,282,256480010,0,1637959400000,1637959410236,-76.11253435,43.05521117
0,219,256590003,0,1637959403000,1637959410237,-76.11172131,43.05514212
258,269,256560000,6,1637959405000,1637959410237,-76.11205316,43.0553207
280,280,256600020,9,1637959406000,1637959410238,-76.11092401,43.0551797
280,280,256500013,9,1637959415000,1637959420179,-76.11133217,43.05517862
0,219,256540011,0,1637959416000,1637959420177,-76.11169916,43.05513231
278,260,256500010,7,1637959417000,1637959420179,-76.11192215,43.05535369
201,282,256490002,5,1637959417000,1637959420177,-76.11256136,43.05517319
0,286,256540016,0,1637959419000,1637959430283,-76.11232798,43.05505838
73,219,256470011,1,1637959421000,1637959430286,-76.11169332,43.05513422
256,260,256470008,6,1637959423000,1637959430284,-76.1121037,43.05532763
0,282,256550002,0,1637959427000,1637959430284,-76.11254631,43.05507746
272,280,256540015,4,1637959428000,1637959430284,-76.11193306,43.05534606
0,269,256780015,0,1637959433000,1637959440468,-76.11243107,43.05519583
0,280,256630007,0,1637959433000,1637959520168,-76.11196694,43.05532981
0,260,256750004,0,1637959435000,1637959460231,-76.11225487,43.05526589
0,281,256740006,0,1637959437000,1637959480197,-76.10770181,43.05580529
102,219,256730010,12,1637959438000,1637959440468,-76.11110932,43.05518807
0,269,256740005,0,1637959442000,1637959450227,-76.11243717,43.05520142
97,219,256700008,9,1637959445000,1637959450227,-76.11069455,43.05513803
133,282,256680008,1,1637959446000,1637959450225,-76.11253458,43.05507802
126,286,256720011,0,1637959448000,1637959450224,-76.11229021,43.05508115
98,219,256740021,7,1637959455000,1637959460230,-76.11045933,43.05512575
0,282,256700016,0,1637959455000,1637959460229,-76.11253618,43.05508165
0,269,256630020,0,1637959456000,1637959470289,-76.11244003,43.05520017
74,286,256640003,4,1637959459000,1637959460227,-76.11206015,43.05510568
112,219,256650005,7,1637959465000,1637959470289,-76.11009044,43.05504008
0,282,256700007,0,1637959465000,1637959480195,-76.11237415,43.05500309
0,260,256700010,0,1637959467000,1637959500333,-76.11228267,43.05525072
49,286,256770005,3,1637959467000,1637959470287,-76.11195705,43.05512478
0,269,256720008,0,1637959469000,1637959480197,-76.11245524,43.05518901
109,219,256680000,8,1637959474000,1637959480197,-76.10971061,43.05496742
0,286,256780021,0,1637959477000,1637959480194,-76.11189371,43.05516246
0,282,256660009,0,1637959481000,1637959510613,-76.11237545,43.05502538
116,219,256760009,11,1637959489000,1637959490782,-76.10894402,43.05481809
95,219,256720012,17,1637959495000,1637959500334,-76.10850227,43.05471504
0,286,256780013,0,1637959496000,1637959500332,-76.11186636,43.0551475
0,286,256710003,0,1637959504000,1637959510612,-76.11187051,43.05515619
246,269,256780014,0,1637959505000,1637959510613,-76.11246875,43.05518413
80,219,256660006,15,1637959506000,1637959510613,-76.10728519,43.05478467
0,286,256750003,0,1637959510000,1637959520166,-76.11187099,43.05515667
0,282,256770003,0,1637959514000,1637959520166,-76.11237465,43.05502607
0,269,256780011,0,1637959516000,1637959520168,-76.11248516,43.05516896
67,219,256710000,17,1637959517000,1637959520168,-76.10656961,43.05493395
89,282,256650001,8,1637959520000,1637959530258,-76.11217915,43.05499947
62,286,256700006,0,1637959525000,1637959530256,-76.11186752,43.0551548
169,269,256760005,4,1637959526000,1637959530259,-76.11258599,43.0550814
72,219,256780003,30,1637959529000,1637959530259,-76.10498462,43.05544085
0,206,256850012,0,1637959530000,1637959560330,-76.10823221,43.05518722
68,282,256770004,5,1637959530000,1637959540243,-76.11186655,43.05507296
131,269,256640013,3,1637959531000,1637959540245,-76.11248962,43.05499859
248,260,256780022,1,1637959532000,1637959540245,-76.11231623,43.05524838
0,286,256680006,0,1637959533000,1637959540244,-76.11185043,43.05517812
272,280,256740019,0,1637959534000,1637959540245,-76.11196834,43.05531293
0,219,256650010,0,1637959539000,1637959550244,-76.1042462,43.05558667
52,282,256780019,6,1637959540000,1637959550242,-76.11156421,43.05524108
316,269,256780001,0,1637959544000,1637959550244,-76.11235565,43.05501916
249,260,256770002,6,1637959546000,1637959550243,-76.11248796,43.05519056
251,280,256730011,1,1637959546000,1637959550243,-76.11223277,43.05522088
0,269,256870000,0,1637959549000,1637959650205,-76.1123465,43.05501591
48,282,256790016,6,1637959550000,1637959560330,-76.11129611,43.05543378
0,219,256880001,0,1637959555000,1637959570178,-76.10422695,43.05560951
0,260,256810004,0,1637959556000,1637959600165,-76.11257531,43.05508209
0,280,256790015,0,1637959558000,1637959600165,-76.11238521,43.05522568
72,286,256830010,2,1637959558000,1637959560300,-76.11181007,43.05518684
0,281,256790002,0,1637959560000,1637959640165,-76.10770181,43.05580529
0,282,256800005,0,1637959568000,1637959580410,-76.11089192,43.05556855
52,286,256820005,1,1637959569000,1637959570176,-76.11172229,43.05520443
0,208,256880017,0,1637959574000,1637959580410,-76.10736133,43.05538228
0,219,256830007,0,1637959575000,1637959580411,-76.10422181,43.05558765
0,286,256900002,0,1637959575000,1637959580408,-76.11169592,43.05520456
0,206,256800008,0,1637959576000,1637959580410,-76.10851442,43.05517568
0,282,256960003,0,1637959580000,1637959681047,-76.11089318,43.05556429
357,219,256800000,15,1637959585000,1637959590234,-76.10394176,43.05583416
177,206,256850010,6,1637959588000,1637959590233,-76.1085164,43.05513951
51,286,256810011,0,1637959588000,1637959590231,-76.11170375,43.05520183
0,286,256910015,0,1637959593000,1637959600164,-76.11170863,43.05520588
0,219,256930010,0,1637959596000,1637959600163,-76.1039753,43.05624113
277,206,256940018,8,1637959599000,1637959600162,-76.10889175,43.05481605
288,206,256790011,12,1637959606000,1637959610179,-76.10925823,43.05489126
357,219,256890005,0,1637959606000,1637959610180,-76.10395644,43.05624148
232,280,256800001,0,1637959609000,1637959610181,-76.11238652,43.05524522
288,206,256790007,9,1637959614000,1637959620193,-76.10963383,43.05494794
354,219,256920008,7,1637959614000,1637959620195,-76.10396223,43.05631065
0,280,256920001,0,1637959614000,1637959670352,-76.11238013,43.05524698
39,286,256830014,0,1637959618000,1637959620192,-76.11171045,43.05520769
60,286,256870008,2,1637959623000,1637959630244,-76.11166085,43.05523533
267,206,256920015,9,1637959626000,1637959630245,-76.11020343,43.05503179
355,219,256830011,20,1637959626000,1637959630246,-76.10401656,43.05696065
64,286,256810007,8,1637959634000,1637959640163,-76.11139574,43.055337
274,206,256870014,14,1637959637000,1637959640164,-76.11106654,43.05512624
355,219,256880006,13,1637959637000,1637959640165,-76.10407591,43.05767533
287,206,256940014,11,1637959643000,1637959650202,-76.11147285,43.05520659
356,219,256850011,7,1637959643000,1637959650205,-76.10410998,43.05791584
73,286,256890003,2,1637959645000,1637959650202,-76.11105456,43.05543377
258,206,256920007,5,1637959657000,1637959660169,-76.11215209,43.05528697
69,286,256860005,0,1637959657000,1637959660170,-76.1110409,43.05542629
301,219,256840001,14,1637959658000,1637959660173,-76.10431842,43.05848953
0,286,256910014,0,1637959662000,1637959670347,-76.11105135,43.05541403
0,206,256850009,0,1637959663000,1637959670348,-76.11218603,43.05527508
253,219,256940015,17,1637959664000,1637959670350,-76.10478745,43.05841677
70,286,257100005,5,1637959667000,1637959681046,-76.11101225,43.05542627
0,269,256950008,0,1637959674000,1637959681049,-76.11232244,43.05504223
0,206,257080019,0,1637959675000,1637959730424,-76.11218137,43.05528875
252,219,256970011,18,1637959676000,1637959681048,-76.10606488,43.05806711
172,260,256980002,1,1637959677000,1637959681049,-76.11252586,43.05509461
0,286,257070009,0,1637959683000,1637959750287,-76.11076058,43.05558309
76,282,257050018,0,1637959685000,1637959690272,-76.11089162,43.05555214
70,269,256960013,7,1637959686000,1637959690273,-76.11202474,43.05505633
197,219,256960014,16,1637959687000,1637959690273,-76.1066193,43.05777753
106,260,257070003,1,1637959687000,1637959690275,-76.11236942,43.05500158
0,208,257100013,0,1637959692000,1637959710211,-76.10736133,43.05538228
0,260,256970001,0,1637959693000,1637959730424,-76.11236766,43.05500308
61,269,257080013,8,1637959695000,1637959700258,-76.11166377,43.05518844
116,282,256960018,8,1637959696000,1637959700257,-76.11044062,43.05560402
245,219,256950003,37,1637959699000,1637959700258,-76.10824004,43.0572114
58,269,256990000,8,1637959703000,1637959710212,-76.11132409,43.05533677
240,219,256960011,43,1637959704000,1637959710212,-76.10925095,43.05678088
156,282,256960021,8,1637959709000,1637959710211,-76.11018473,43.05510607
60,269,256960000,8,1637959712000,1637959720167,-76.11097754,43.05548301
113,282,257080015,10,1637959715000,1637959720166,-76.10994182,43.05496874
249,219,257100006,53,1637959716000,1637959720166,-76.11218064,43.05574269
252,219,256950011,52,1637959726000,1637959730425,-76.11487222,43.05510437
130,269,257100007,6,1637959726000,1637959730425,-76.11037672,43.05553818
101,282,257090015,13,1637959727000,1637959730424,-76.10914152,43.05486668
0,269,257000010,0,1637959732000,1637959740374,-76.11036677,43.0554842
253,219,256950001,51,1637959736000,1637959740373,-76.11760079,43.05451291
265,280,256960008,1,1637959736000,1637959740374,-76.11246711,43.05524141
96,282,257080001,20,1637959738000,1637959740372,-76.10817982,43.0546535
107,260,257010001,0,1637959743000,1637959750289,-76.11237031,43.05500503
0,269,257240009,0,1637959743000,1637959890378,-76.11036272,43.05546455
271,280,256970015,4,1637959747000,1637959750289,-76.11253032,43.05524347
251,219,256960015,52,1637959748000,1637959750288,-76.12087504,43.05372222
71,282,257050013,18,1637959749000,1637959750286,-76.10693212,43.0548084
78,260,257080006,5,1637959752000,1637959760176,-76.11218438,43.05498946
83,286,257090000,0,1637959755000,1637959760173,-76.11073798,43.05554288
0,206,257050007,0,1637959758000,1637959760177,-76.11219284,43.05531568
108,280,257000006,4,1637959758000,1637959760176,-76.11242419,43.05500622
246,219,256950006,55,1637959759000,1637959760178,-76.12385465,43.05290642
68,282,257050004,23,1637959759000,1637959760177,-76.10588208,43.05521958
66,260,257020012,8,1637959762000,1637959770261,-76.11181355,43.05510648
0,280,257000021,0,1637959764000,1637959770261,-76.11237913,43.05500767
248,219,257050012,55,1637959765000,1637959770263,-76.12556426,43.05239759
113,286,256960016,2,1637959767000,1637959770258,-76.11057258,43.05552475
234,206,256990007,3,1637959769000,1637959770257,-76.11248521,43.05522562
73,282,257070011,20,1637959769000,1637959770258,-76.10460203,43.055479
258,219,257020013,50,1637959774000,1637959780279,-76.12831588,43.05177085
0,206,256950014,0,1637959775000,1637959780278,-76.11246546,43.05520702
87,282,257070000,7,1637959775000,1637959780278,-76.10417964,43.05555404
52,260,256960010,8,1637959776000,1637959780280,-76.11117459,43.05543835
0,280,257200019,0,1637959777000,1637959830214,-76.11237816,43.05500859
137,286,257050011,4,1637959777000,1637959780279,-76.11042162,43.05543579
0,281,257020000,0,1637959781000,1637959790291,-76.10770181,43.05580529
0,208,257150012,0,1637959783000,1637959820207,-76.10737283,43.05579823
61,260,257050021,8,1637959784000,1637959790282,-76.11084283,43.05558533
159,286,256950007,5,1637959785000,1637959790280,-76.11029668,43.05528235
0,206,257190001,0,1637959786000,1637959810394,-76.11244361,43.05518433
268,219,257070010,49,1637959786000,1637959790291,-76.13139669,43.05155203
151,282,257030011,11,1637959786000,1637959790281,-76.10398769,43.05545474
270,219,257150010,51,1637959796000,1637959800341,-76.13419262,43.05151544
183,282,257160000,23,1637959797000,1637959800340,-76.10402314,43.05471362
0,260,257120004,0,1637959798000,1637959800341,-76.1106038,43.05565171
110,286,257230010,8,1637959799000,1637959800338,-76.10995791,43.05500414
72,260,257130010,0,1637959804000,1637959810427,-76.11059791,43.05565717
274,219,257180005,52,1637959806000,1637959810399,-76.13696202,43.05165484
103,286,257210009,11,1637959806000,1637959810394,-76.10956935,43.05493094
0,282,257230003,0,1637959809000,1637959810394,-76.10410442,43.05408437
0,260,257130017,0,1637959810000,1637959910419,-76.11058893,43.05566487
271,219,257180000,53,1637959817000,1637959820209,-76.1402304,43.0517319
109,286,257230012,13,1637959819000,1637959820206,-76.10877436,43.05476682
91,286,257110011,15,1637959825000,1637959830211,-76.10829391,43.05472044
0,282,257210003,0,1637959826000,1637959870492,-76.10409143,43.05408323
262,219,257110013,50,1637959828000,1637959830212,-76.14332989,43.05164806
79,286,257260011,14,1637959836000,1637959840684,-76.10726914,43.05478346
278,219,257140008,50,1637959839000,1637959840683,-76.14636626,43.05164597
286,219,257150029,47,1637959845000,1637959850185,-76.14792004,43.05191523
56,280,257210011,0,1637959846000,1637959850185,-76.11236806,43.05500929
58,286,257200006,16,1637959848000,1637959850182,-76.10639466,43.05502441
0,280,257230009,0,1637959851000,1637959860345,-76.11238456,43.05502863
67,286,257150016,18,1637959854000,1637959860343,-76.1058701,43.05523091
306,219,257230004,43,1637959855000,1637959860346,-76.15006968,43.05280319
0,281,257190010,0,1637959856000,1637959860346,-76.10770181,43.05580529
72,286,257150028,17,1637959865000,1637959870491,-76.10476875,43.05546604
297,219,257180014,38,1637959867000,1637959870493,-76.15221427,43.05387607
0,281,257380004,0,1637959867000,1637960020189,-76.10688236,43.05538864
0,286,257250007,0,1637959876000,1637959880210,-76.10423105,43.05559085
282,219,257130013,38,1637959878000,1637959880211,-76.1544746,43.05434642
63,280,257110016,5,1637959878000,1637959880209,-76.11235374,43.05503192
188,206,257110005,5,1637959879000,1637959880208,-76.11243721,43.05513924
114,206,257200028,2,1637959885000,1637959890375,-76.11234978,43.05503828
279,219,257160006,32,1637959888000,1637959890378,-76.15649345,43.0546348
59,280,257170006,14,1637959889000,1637959890377,-76.1115619,43.05524551
56,280,257140006,13,1637959894000,1637959900181,-76.11120281,43.05538687
184,282,257150013,9,1637959896000,1637959900180,-76.1040949,43.05389281
0,206,257220012,0,1637959897000,1637959900180,-76.11235497,43.05503765
0,286,257400001,0,1637959898000,1637959930164,-76.10423845,43.05559155
247,219,257190005,22,1637959899000,1637959900181,-76.15794014,43.05450889
0,206,257350012,0,1637959903000,1637959930166,-76.11236417,43.05503006
114,280,257160004,11,1637959905000,1637959910419,-76.11049032,43.05543638
175,282,257260027,19,1637959907000,1637959910417,-76.10410502,43.05310142
185,219,257140010,29,1637959909000,1637959910417,-76.15846222,43.05360117
185,219,257270003,32,1637959915000,1637959920367,-76.15855557,43.05283028
219,280,257390013,9,1637959916000,1637959920369,-76.11035521,43.05507105
175,282,257400008,16,1637959918000,1637959920366,-76.10398543,43.05231283
181,282,257390009,12,1637959924000,1637959930167,-76.10397101,43.05203583
188,219,257280013,33,1637959926000,1637959930168,-76.15881692,43.05123733
261,280,257310019,18,1637959927000,1637959930169,-76.11124474,43.05497625
0,286,257400006,0,1637959935000,1637959940191,-76.10423834,43.05559149
178,282,257280008,13,1637959936000,1637959940193,-76.10390501,43.05141903
188,219,257290013,30,1637959937000,1637959940193,-76.15907652,43.04985769
254,280,257420014,22,1637959938000,1637959940195,-76.11225528,43.05453939
253,280,257370013,27,1637959944000,1637959950346,-76.1130722,43.05433712
6,286,257310008,11,1637959946000,1637959950345,-76.1038923,43.0558076
175,282,257270005,18,1637959947000,1637959950347,-76.10385467,43.05070333
170,219,257420018,27,1637959948000,1637959950347,-76.15887871,43.04869324
169,219,257360016,25,1637959954000,1637959960164,-76.15872992,43.04808134
252,280,257360013,18,1637959955000,1637959960164,-76.11446011,43.05404804
357,286,257300002,3,1637959958000,1637959960162,-76.10395462,43.05625185
178,282,257310006,15,1637959959000,1637959960163,-76.10382878,43.04996271
0,286,257310010,0,1637959964000,1637959970185,-76.10395104,43.0562742
298,280,257420000,12,1637959965000,1637959970187,-76.11500939,43.05434333
173,219,257300010,30,1637959966000,1637959970186,-76.1588181,43.04679707
352,260,257390007,0,1637959966000,1637959970187,-76.11058756,43.0556889
176,282,257330008,23,1637959969000,1637959970183,-76.10372601,43.04910916
147,260,257290019,5,1637959972000,1637959980168,-76.11048325,43.05562883
170,282,257300013,10,1637959975000,1637959980169,-76.10370052,43.04871793
0,280,257300003,0,1637959976000,1637959980168,-76.11538893,43.05425193
171,219,257320010,32,1637959977000,1637959980169,-76.1585801,43.04543456
356,286,257390000,8,1637959977000,1637959980166,-76.1039534,43.05639802
145,260,257350001,7,1637959982000,1637959990283,-76.11032909,43.05537395
181,280,257300012,12,1637959986000,1637959990283,-76.11555877,43.05400421
202,282,257270007,4,1637959986000,1637959990280,-76.10371066,43.04867441
357,286,257320001,18,1637959988000,1637959990279,-76.10400979,43.05711228
171,219,257380001,27,1637959989000,1637959990282,-76.15828185,43.04402047
172,219,257320014,22,1637959994000,1637960000367,-76.15814501,43.04338559
290,252,257410000,12,1637959995000,1637960000368,-76.1091081,43.0548467
0,269,257310021,0,1637959997000,1637960000367,-76.11035154,43.05549064
177,280,257290000,23,1637959997000,1637960000369,-76.11549155,43.05312113
176,282,257390014,21,1637959998000,1637960000366,-76.10362233,43.04790305
355,286,257310015,16,1637959998000,1637960000366,-76.1040605,43.05779262
146,260,257280002,4,1637959999000,1637960000368,-76.11015679,43.05503469
155,269,257350004,4,1637960003000,1637960010194,-76.11031347,43.05543981
177,282,257400005,22,1637960004000,1637960010192,-76.10357487,43.04740315
168,219,257380002,24,1637960005000,1637960010194,-76.15796223,43.04250534
107,260,257370018,7,1637960005000,1637960010193,-76.10995562,43.05497298
174,280,257330000,20,1637960008000,1637960010193,-76.11528629,43.05204807
296,252,257370007,9,1637960009000,1637960010194,-76.10981316,43.05501185
355,286,257390004,1,1637960009000,1637960010191,-76.10409858,43.05820339
105,260,257410009,8,1637960013000,1637960020190,-76.10959913,43.05489902
175,280,257360006,12,1637960014000,1637960020190,-76.11525317,43.05167504
280,252,257300011,0,1637960015000,1637960020189,-76.11004361,43.05505141
178,282,257390002,15,1637960015000,1637960020189,-76.10347326,43.04650628
0,286,257360008,0,1637960015000,1637960020187,-76.10410621,43.05819364
146,219,257420015,15,1637960016000,1637960020190,-76.15750005,43.04164943
